DATE,P1_PLAYER,P1_TEAM,P1_MARKET,P1_LINE,P1_ODDS,P1_PROB,P1_EDGE,P1_AIR,P2_PLAYER,P2_TEAM,P2_MARKET,P2_LINE,P2_ODDS,P2_PROB,P2_EDGE,P2_AIR,P3_PLAYER,P3_TEAM,P3_MARKET,P3_LINE,P3_ODDS,P3_PROB,P3_EDGE,P3_AIR,PARLAY_MODEL_PROB,PARLAY_BOOK_PROB,PARLAY_MODEL_DECIMAL,PARLAY_BOOK_DECIMAL,PARLAY_AMERICAN
11/18/2025,Will Richard,GSW,3PM,0.5,-238,0.98875,0.2846079881656804,0.98875,Rui Hachimura,LAL,3PM,1.5,-128,0.9675,0.4060964912280702,0.9675,Austin Reaves,LAL,REB,3.5,-151,0.9425,0.3409063745019919,0.9425,0.9016102265625001,0.23781465025396184,1.109126727424802,4.204955409316044,320
