mean_pred,hit_rate,count
4.848695134209138e-05,0.0,62
5.258626574707805e-05,0.0,59
5.8773562164856544e-05,0.0,60
6.34859716986445e-05,0.0,62
6.91183242829021e-05,0.0,58
0.058680967318985755,0.13333333333333333,60
0.9443687345164381,0.9180327868852459,61
0.9999327164845956,1.0,59
0.9999388479204405,1.0,62
0.9999446100412622,1.0,58
