DATE,PLAYER,TEAM,MARKET,LINE,ACTUAL,didHitOver,SEASON_VAL,RECENT_OVER_PROB,RECENT_N,BASE_PROB,ADJ_PROB_BEFORE_INJ,FINAL_OVER_PROB,INJ_Status,IS_OUT,IS_LIMITED,FINAL_OVER_PROB_PCT,MODEL_BINARY,ERROR_RAW,ERROR_MODEL,ODDS,IMPLIED_PROB,LINE_TO_SEASON_DIFF,DIFFICULTY_FACTOR,UNDERDOG_FACTOR,EDGE_MODEL,AIR_SCORE,PRED_FINAL_OVER_PROB,PRED_IMPLIED_PROB,PRED_EDGE_MODEL,PRED_MODEL_BINARY
11/14/2025,Dennis Schroder,NAN,STL,0.5,,0.0,0.0,0.25,8.0,0.3,0.3,0.3,,0.0,0.0,30.00%,0.0,,0.0,-166.0,0.62406015,0.5,1.05,1.0,-0.32406015,0.0,,,,
11/14/2025,Giannis Antetokounmpo,MIL,STL,0.5,2.0,1.0,0.0,0.285714286,7.0,0.344642857,0.344642857,0.292946429,Probable,0.0,1.0,29.30%,0.0,2.0,-1.0,-208.0,0.675324675,0.5,1.05,1.0,-0.382378247,1.05,,,,
11/14/2025,Domantas Sabonis,SAC,STL,0.5,0.0,0.0,0.0,0.285714286,7.0,0.344642857,0.344642857,0.292946429,Questionable,0.0,1.0,29.30%,0.0,0.0,0.0,-192.0,0.657534247,0.5,1.05,1.0,-0.364587818,0.0,,,,
11/15/2025,Isaiah Joe,OKC,3PM,2.5,1.0,0.0,3.6,0.875,8.0,0.99,0.99,0.99,Active,0.0,0.0,99.0%,1.0,-2.6,1.0,-169.0,0.6282527881040892,-1.1,1.0,1.0,0.3617472118959107,0.0,0.99,0.6282527881040892,0.3617472118959107,1.0
11/15/2025,Shai Gilgeous-Alexander,OKC,3PM,1.5,3.0,1.0,2.2,0.875,8.0,0.94375,0.94375,0.94375,Active,0.0,0.0,94.4%,1.0,0.7999999999999998,0.0,-185.0,0.6491228070175439,-0.7000000000000002,1.0,1.0,0.2946271929824562,1.0,0.94375,0.6491228070175439,0.2946271929824562,1.0
11/15/2025,Ryan Rollins,MIL,3PM,1.5,0.0,0.0,2.5,0.75,8.0,0.9425,0.9425,0.9425,Active,0.0,0.0,94.3%,1.0,-2.5,1.0,-163.0,0.6197718631178707,-1.0,1.0,1.0,0.3227281368821294,0.0,0.9425,0.6197718631178707,0.3227281368821294,1.0
11/15/2025,Miles Bridges,CHA,3PM,2.5,3.0,1.0,3.3,0.75,8.0,0.8975,0.8975,0.8975,Active,0.0,0.0,89.8%,1.0,-0.2999999999999998,0.0,-153.0,0.6047430830039525,-0.7999999999999998,1.0,1.0,0.2927569169960474,1.0,0.8975,0.6047430830039525,0.2927569169960474,1.0
11/15/2025,Donovan Mitchell,CLE,3PM,3.5,4.0,1.0,4.0,0.7142857142857143,7.0,0.810357142857143,0.810357142857143,0.810357142857143,Active,0.0,0.0,81.0%,1.0,0.0,0.0,-136.0,0.576271186440678,-0.5,1.0,1.0,0.234085956416465,1.0,0.810357142857143,0.576271186440678,0.234085956416465,1.0
11/15/2025,Donte DiVincenzo,MIN,3PM,2.5,1.0,0.0,3.1,0.625,8.0,0.7837500000000002,0.7837500000000002,0.7837500000000002,Active,0.0,0.0,78.4%,1.0,-2.1,1.0,-161.0,0.6168582375478927,-0.6000000000000001,1.0,1.0,0.1668917624521074,0.0,0.7837500000000002,0.6168582375478927,0.1668917624521074,1.0
11/15/2025,Aaron Gordon,DEN,3PM,1.5,4.0,1.0,2.3,0.5714285714285714,7.0,0.78,0.78,0.78,Active,0.0,0.0,78.0%,1.0,1.7000000000000002,0.0,-147.0,0.5951417004048583,-0.7999999999999998,1.0,1.0,0.1848582995951417,1.0,0.78,0.5951417004048583,0.1848582995951417,1.0
11/15/2025,Jaden McDaniels,MIN,3PM,1.5,1.0,0.0,1.8,0.75,8.0,0.78,0.78,0.78,Active,0.0,0.0,78.0%,1.0,-0.8,1.0,102.0,0.495049504950495,-0.3,1.0,1.0,0.284950495049505,0.0,0.78,0.495049504950495,0.284950495049505,1.0
11/15/2025,Anthony Edwards,MIN,3PM,3.5,0.0,0.0,3.8,0.6,5.0,0.7025000000000001,0.7025000000000001,0.7025000000000001,Active,0.0,0.0,70.3%,1.0,-3.8,1.0,-120.0,0.5454545454545454,-0.2999999999999998,1.0,1.0,0.1570454545454547,0.0,0.7025000000000001,0.5454545454545454,0.1570454545454547,1.0
11/15/2025,Julius Randle,MIN,3PM,1.5,1.0,0.0,2.0,0.5,8.0,0.68125,0.68125,0.68125,Active,0.0,0.0,68.1%,1.0,-1.0,1.0,-138.0,0.5798319327731093,-0.5,1.0,1.0,0.1014180672268907,0.0,0.68125,0.5798319327731093,0.1014180672268907,1.0
11/15/2025,Isaiah Joe,OKC,PTS,12.5,3.0,0.0,16.3,0.875,8.0,0.9572500000000002,0.9572500000000002,0.9572500000000002,Active,0.0,0.0,95.7%,1.0,-13.3,1.0,-117.0,0.5391705069124424,-3.8000000000000007,1.0,1.0,0.4180794930875577,0.0,0.9572500000000002,0.5391705069124424,0.4180794930875577,1.0
11/15/2025,Jaden McDaniels,MIN,PTS,13.5,15.0,1.0,17.9,0.75,8.0,0.9155,0.9155,0.9155,Active,0.0,0.0,91.5%,1.0,-2.8999999999999986,0.0,-121.0,0.5475113122171946,-4.399999999999999,1.0,1.0,0.3679886877828053,1.0,0.9155,0.5475113122171946,0.3679886877828053,1.0
11/15/2025,Jock Landale,MEM,PTS,9.5,5.0,0.0,10.7,0.875,8.0,0.8327500000000001,0.8327500000000001,0.8327500000000001,Active,0.0,0.0,83.3%,1.0,-5.699999999999999,1.0,100.0,0.5,-1.1999999999999993,1.0,1.0,0.3327500000000001,0.0,0.8327500000000001,0.5,0.3327500000000001,1.0
11/15/2025,Isaiah Jackson,IND,PTS,7.5,6.0,0.0,8.3,0.875,8.0,0.8222500000000001,0.8222500000000001,0.8222500000000001,Active,0.0,0.0,82.2%,1.0,-2.3000000000000007,1.0,-131.0,0.5670995670995671,-0.8000000000000007,1.0,1.0,0.255150432900433,0.0,0.8222500000000001,0.5670995670995671,0.255150432900433,1.0
11/15/2025,Ryan Kalkbrenner,CHA,PTS,7.5,13.0,1.0,9.9,0.75,8.0,0.8217500000000001,0.8217500000000001,0.8217500000000001,Active,0.0,0.0,82.2%,1.0,3.1,0.0,-131.0,0.5670995670995671,-2.4000000000000004,1.0,1.0,0.254650432900433,1.0,0.8217500000000001,0.5670995670995671,0.254650432900433,1.0
11/15/2025,Aaron Gordon,DEN,PTS,16.5,23.0,1.0,19.6,0.7142857142857143,7.0,0.8137857142857144,0.8137857142857144,0.8137857142857144,Active,0.0,0.0,81.4%,1.0,3.3999999999999986,0.0,-120.0,0.5454545454545454,-3.1000000000000014,1.0,1.0,0.268331168831169,1.0,0.8137857142857144,0.5454545454545454,0.268331168831169,1.0
11/15/2025,Sandro Mamukelashvili,TOR,PTS,8.5,12.0,1.0,9.4,0.8571428571428571,7.0,0.8033571428571429,0.8033571428571429,0.8033571428571429,Active,0.0,0.0,80.3%,1.0,2.6,0.0,-123.0,0.5515695067264574,-0.9000000000000004,1.0,1.0,0.2517876361306854,1.0,0.8033571428571429,0.5515695067264574,0.2517876361306854,1.0
11/15/2025,Jarrett Allen,CLE,PTS,13.5,16.0,1.0,15.5,0.7142857142857143,7.0,0.787857142857143,0.787857142857143,0.787857142857143,Active,0.0,0.0,78.8%,1.0,0.5,0.0,-125.0,0.5555555555555556,-2.0,1.0,1.0,0.2323015873015874,1.0,0.787857142857143,0.5555555555555556,0.2323015873015874,1.0
11/15/2025,Julius Randle,MIN,PTS,22.5,26.0,1.0,25.4,0.625,8.0,0.77925,0.77925,0.77925,Active,0.0,0.0,77.9%,1.0,0.6000000000000014,0.0,-104.0,0.5098039215686274,-2.8999999999999986,1.0,1.0,0.2694460784313726,1.0,0.77925,0.5098039215686274,0.2694460784313726,1.0
11/15/2025,Ryan Rollins,MIL,PTS,14.5,10.0,0.0,17.5,0.625,8.0,0.7762500000000001,0.7762500000000001,0.7762500000000001,Active,0.0,0.0,77.6%,1.0,-7.5,1.0,-113.0,0.5305164319248826,-3.0,1.0,1.0,0.2457335680751174,0.0,0.7762500000000001,0.5305164319248826,0.2457335680751174,1.0
11/15/2025,Isaiah Jackson,IND,REB,5.5,6.0,1.0,6.1,0.875,8.0,0.85375,0.85375,0.85375,Active,0.0,0.0,85.4%,1.0,-0.0999999999999996,0.0,-119.0,0.54337899543379,-0.5999999999999996,1.0,1.0,0.31037100456621,1.0,0.85375,0.54337899543379,0.31037100456621,1.0
11/15/2025,Luguentz Dort,OKC,REB,3.5,4.0,1.0,5.0,0.6666666666666666,3.0,0.8395833333333335,0.8395833333333335,0.8395833333333335,Active,0.0,0.0,84.0%,1.0,-1.0,0.0,121.0,0.4524886877828054,-1.5,1.0,1.0,0.3870946455505281,1.0,0.8395833333333335,0.4524886877828054,0.3870946455505281,1.0
11/15/2025,Kon Knueppel,CHA,REB,5.5,4.0,0.0,6.1,0.75,8.0,0.7850000000000001,0.7850000000000001,0.7850000000000001,Active,0.0,0.0,78.5%,1.0,-2.1,1.0,-117.0,0.5391705069124424,-0.5999999999999996,1.0,1.0,0.2458294930875577,0.0,0.7850000000000001,0.5391705069124424,0.2458294930875577,1.0
11/15/2025,Ryan Rollins,MIL,REB,3.5,1.0,0.0,4.0,0.75,8.0,0.7625000000000001,0.7625000000000001,0.7625000000000001,Active,0.0,0.0,76.2%,1.0,-3.0,1.0,102.0,0.495049504950495,-0.5,1.0,1.0,0.2674504950495051,0.0,0.7625000000000001,0.495049504950495,0.2674504950495051,1.0
11/15/2025,Julius Randle,MIN,REB,6.5,6.0,0.0,7.5,0.625,8.0,0.76125,0.76125,0.76125,Active,0.0,0.0,76.1%,1.0,-1.5,1.0,-144.0,0.5901639344262295,-1.0,1.0,1.0,0.1710860655737704,0.0,0.76125,0.5901639344262295,0.1710860655737704,1.0
11/15/2025,Jake LaRavia,LAL,REB,3.5,6.0,1.0,4.4,0.625,8.0,0.73875,0.73875,0.73875,Active,0.0,0.0,73.9%,1.0,1.5999999999999996,0.0,-105.0,0.5121951219512195,-0.9000000000000004,1.0,1.0,0.2265548780487805,1.0,0.73875,0.5121951219512195,0.2265548780487805,1.0
11/15/2025,Cole Anthony,MIL,REB,2.5,5.0,1.0,3.3,0.625,8.0,0.730625,0.730625,0.730625,Active,0.0,0.0,73.1%,1.0,1.7000000000000002,0.0,118.0,0.4587155963302752,-0.7999999999999998,1.0,1.0,0.2719094036697247,1.0,0.730625,0.4587155963302752,0.2719094036697247,1.0
11/15/2025,Miles Bridges,CHA,REB,6.5,4.0,0.0,7.2,0.625,8.0,0.7162499999999999,0.7162499999999999,0.7162499999999999,Active,0.0,0.0,71.6%,1.0,-3.2,1.0,-147.0,0.5951417004048583,-0.7000000000000002,1.0,1.0,0.1211082995951416,0.0,0.7162499999999999,0.5951417004048583,0.1211082995951416,1.0
11/15/2025,Brandon Ingram,TOR,REB,5.5,5.0,0.0,6.1,0.625,8.0,0.701875,0.701875,0.701875,Active,0.0,0.0,70.2%,1.0,-1.0999999999999996,1.0,-120.0,0.5454545454545454,-0.5999999999999996,1.0,1.0,0.1564204545454546,0.0,0.701875,0.5454545454545454,0.1564204545454546,1.0
11/15/2025,Naz Reid,MIN,REB,4.5,6.0,1.0,5.6,0.5,8.0,0.6925,0.6925,0.6925,Active,0.0,0.0,69.2%,1.0,0.4000000000000003,0.0,-136.0,0.576271186440678,-1.0999999999999996,1.0,1.0,0.116228813559322,1.0,0.6925,0.576271186440678,0.116228813559322,1.0
11/15/2025,Austin Reaves,LAL,AST,6.5,8.0,1.0,8.2,0.6666666666666666,6.0,0.8629166666666668,0.8629166666666668,0.8629166666666668,Active,0.0,0.0,86.3%,1.0,-0.1999999999999993,0.0,104.0,0.4901960784313725,-1.6999999999999993,1.0,1.0,0.3727205882352943,1.0,0.8629166666666668,0.4901960784313725,0.3727205882352943,1.0
11/15/2025,Cole Anthony,MIL,AST,3.5,7.0,1.0,4.8,0.75,8.0,0.855625,0.855625,0.855625,Active,0.0,0.0,85.6%,1.0,2.2,0.0,-138.0,0.5798319327731093,-1.2999999999999998,1.0,1.0,0.2757930672268907,1.0,0.855625,0.5798319327731093,0.2757930672268907,1.0
11/15/2025,Immanuel Quickley,TOR,AST,5.5,7.0,1.0,6.2,0.75,8.0,0.7725000000000001,0.7725000000000001,0.7725000000000001,Active,0.0,0.0,77.3%,1.0,0.7999999999999998,0.0,-142.0,0.5867768595041323,-0.7000000000000002,1.0,1.0,0.1857231404958678,1.0,0.7725000000000001,0.5867768595041323,0.1857231404958678,1.0
11/15/2025,Ja Morant,MEM,AST,7.5,2.0,0.0,8.1,0.7142857142857143,7.0,0.7653571428571428,0.7653571428571428,0.7653571428571428,Active,0.0,0.0,76.5%,1.0,-6.1,1.0,-123.0,0.5515695067264574,-0.5999999999999996,1.0,1.0,0.2137876361306854,0.0,0.7653571428571428,0.5515695067264574,0.2137876361306854,1.0
11/15/2025,Andrew Nembhard,IND,AST,6.5,5.0,0.0,6.8,0.75,4.0,0.7462500000000001,0.7462500000000001,0.7462500000000001,Active,0.0,0.0,74.6%,1.0,-1.7999999999999998,1.0,-128.0,0.5614035087719298,-0.2999999999999998,1.0,1.0,0.1848464912280703,0.0,0.7462500000000001,0.5614035087719298,0.1848464912280703,1.0
11/15/2025,Donte DiVincenzo,MIN,AST,3.5,1.0,0.0,3.8,0.75,8.0,0.73375,0.73375,0.73375,Active,0.0,0.0,73.4%,1.0,-2.8,1.0,-149.0,0.5983935742971888,-0.2999999999999998,1.0,1.0,0.1353564257028112,0.0,0.73375,0.5983935742971888,0.1353564257028112,1.0
11/15/2025,Cedric Coward,MEM,AST,2.5,2.0,0.0,3.1,0.875,8.0,0.8537500000000002,0.8537500000000002,0.7256875000000002,Questionable,0.0,1.0,72.6%,1.0,-1.1,1.0,-135.0,0.574468085106383,-0.6000000000000001,1.0,1.0,0.1512194148936171,0.0,0.7256875000000002,0.574468085106383,0.1512194148936171,1.0
11/15/2025,Scottie Barnes,TOR,AST,4.5,6.0,1.0,5.2,0.625,8.0,0.7162499999999999,0.7162499999999999,0.7162499999999999,Active,0.0,0.0,71.6%,1.0,0.7999999999999998,0.0,-144.0,0.5901639344262295,-0.7000000000000002,1.0,1.0,0.1260860655737704,1.0,0.7162499999999999,0.5901639344262295,0.1260860655737704,1.0
11/15/2025,Jamal Shead,TOR,AST,4.5,4.0,0.0,5.2,0.625,8.0,0.71,0.71,0.71,Active,0.0,0.0,71.0%,1.0,-1.2000000000000002,1.0,117.0,0.4608294930875576,-0.7000000000000002,1.0,1.0,0.2491705069124423,0.0,0.71,0.4608294930875576,0.2491705069124423,1.0
11/15/2025,Lonzo Ball,CLE,AST,4.5,5.0,1.0,5.4,0.5714285714285714,7.0,0.7030357142857143,0.7030357142857143,0.7030357142857143,Active,0.0,0.0,70.3%,1.0,-0.4000000000000003,0.0,-121.0,0.5475113122171946,-0.9000000000000004,1.0,1.0,0.1555244020685197,1.0,0.7030357142857143,0.5475113122171946,0.1555244020685197,1.0
11/15/2025,Jakob Poeltl,TOR,STL,0.5,1.0,1.0,0.0,0.75,4.0,0.605,0.605,0.605,Active,0.0,0.0,60.5%,1.0,1.0,0.0,-181.0,0.6441281138790036,0.5,1.05,1.0,-0.0391281138790036,1.05,0.605,0.6441281138790036,-0.0391281138790036,1.0
11/15/2025,Anthony Edwards,MIN,STL,0.5,3.0,1.0,0.0,0.6,5.0,0.5225,0.5225,0.5225,Active,0.0,0.0,52.2%,1.0,3.0,0.0,-222.0,0.6894409937888198,0.5,1.05,1.0,-0.1669409937888198,1.05,0.5225,0.6894409937888198,-0.1669409937888198,1.0
11/15/2025,Julius Randle,MIN,STL,0.5,2.0,1.0,0.0,0.5,8.0,0.4675,0.4675,0.4675,Active,0.0,0.0,46.8%,0.0,2.0,-1.0,-238.0,0.7041420118343196,0.5,1.05,1.0,-0.2366420118343195,1.05,0.4675,0.7041420118343196,-0.2366420118343195,0.0
11/15/2025,Austin Reaves,LAL,STL,0.5,1.0,1.0,0.0,0.5,6.0,0.4675,0.4675,0.4675,Active,0.0,0.0,46.8%,0.0,1.0,-1.0,-227.0,0.6941896024464832,0.5,1.05,1.0,-0.2266896024464831,1.05,0.4675,0.6941896024464832,-0.2266896024464831,0.0
11/15/2025,Shai Gilgeous-Alexander,OKC,STL,1.5,2.0,1.0,0.0,0.5,8.0,0.355,0.355,0.355,Active,0.0,0.0,35.5%,0.0,2.0,-1.0,106.0,0.4854368932038835,1.5,1.15,1.0,-0.1304368932038834,1.15,0.355,0.4854368932038835,-0.1304368932038834,0.0
11/15/2025,Ja Morant,MEM,STL,0.5,0.0,0.0,0.0,0.2857142857142857,7.0,0.3496428571428571,0.3496428571428571,0.3496428571428571,Active,0.0,0.0,35.0%,0.0,0.0,0.0,-227.0,0.6941896024464832,0.5,1.05,1.0,-0.344546745303626,0.0,0.3496428571428571,0.6941896024464832,-0.344546745303626,0.0
11/15/2025,Jamal Murray,DEN,STL,0.5,1.0,1.0,0.0,0.2857142857142857,7.0,0.3496428571428571,0.3496428571428571,0.3496428571428571,Active,0.0,0.0,35.0%,0.0,1.0,-1.0,-227.0,0.6941896024464832,0.5,1.05,1.0,-0.344546745303626,1.05,0.3496428571428571,0.6941896024464832,-0.344546745303626,0.0
11/15/2025,Jaden McDaniels,MIN,STL,0.5,2.0,1.0,0.0,0.25,8.0,0.33,0.33,0.33,Active,0.0,0.0,33.0%,0.0,2.0,-1.0,-188.0,0.6527777777777778,0.5,1.05,1.0,-0.3227777777777778,1.05,0.33,0.6527777777777778,-0.3227777777777778,0.0
11/15/2025,Aaron Gordon,DEN,STL,0.5,2.0,1.0,0.0,0.2857142857142857,7.0,0.3279761904761905,0.3279761904761905,0.3279761904761905,Active,0.0,0.0,32.8%,0.0,2.0,-1.0,-128.0,0.5614035087719298,0.5,1.05,1.0,-0.2334273182957393,1.05,0.3279761904761905,0.5614035087719298,-0.2334273182957393,0.0
11/15/2025,Brandon Ingram,TOR,STL,0.5,3.0,1.0,0.0,0.25,8.0,0.3,0.3,0.3,Active,0.0,0.0,30.0%,0.0,3.0,-1.0,-175.0,0.6363636363636364,0.5,1.05,1.0,-0.3363636363636363,1.05,0.3,0.6363636363636364,-0.3363636363636363,0.0
